company,statement,item,period,value
YAPI_KREDI,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2026/06,0
YAPI_KREDI,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2025/12,0
YAPI_KREDI,balance,DİĞER YÜKÜMLÜLÜKLER,2026/06,260242
YAPI_KREDI,balance,DİĞER YÜKÜMLÜLÜKLER,2025/12,169826
YAPI_KREDI,balance,ARA TOPLAM,2026/06,57348158
YAPI_KREDI,balance,ARA TOPLAM,2025/12,33116115
YAPI_KREDI,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2026/06,0
YAPI_KREDI,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2025/12,0
YAPI_KREDI,balance,Satış Amaçlı,2026/06,0
YAPI_KREDI,balance,Satış Amaçlı,2025/12,0
YAPI_KREDI,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
YAPI_KREDI,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
YAPI_KREDI,balance,ÖZKAYNAKLAR,2026/06,5998732
YAPI_KREDI,balance,ÖZKAYNAKLAR,2025/12,4886607
YAPI_KREDI,balance,Ödenmiş Sermaye,2026/06,130000
YAPI_KREDI,balance,Ödenmiş Sermaye,2025/12,130000
YAPI_KREDI,balance,Sermaye Yedekleri,2026/06,0
YAPI_KREDI,balance,Sermaye Yedekleri,2025/12,0
YAPI_KREDI,balance,Hisse Senedi İhraç Primleri,2026/06,0
YAPI_KREDI,balance,Hisse Senedi İhraç Primleri,2025/12,0
YAPI_KREDI,balance,Hisse Senedi İptal Karları,2026/06,0
YAPI_KREDI,balance,Hisse Senedi İptal Karları,2025/12,0
YAPI_KREDI,balance,Diğer Sermaye Yedekleri,2026/06,0
YAPI_KREDI,balance,Diğer Sermaye Yedekleri,2025/12,0
YAPI_KREDI,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,-33259
YAPI_KREDI,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,-28990
YAPI_KREDI,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,0
YAPI_KREDI,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,0
YAPI_KREDI,balance,Kar Yedekleri,2026/06,4785597
YAPI_KREDI,balance,Kar Yedekleri,2025/12,2885028
YAPI_KREDI,balance,Yasal Yedekler,2026/06,25999
YAPI_KREDI,balance,Yasal Yedekler,2025/12,25999
YAPI_KREDI,balance,Statü Yedekleri,2026/06,0
YAPI_KREDI,balance,Statü Yedekleri,2025/12,0
YAPI_KREDI,balance,Olağanüstü Yedekler,2026/06,4742235
YAPI_KREDI,balance,Olağanüstü Yedekler,2025/12,2841666
YAPI_KREDI,balance,Diğer Kar Yedekleri,2026/06,17363
YAPI_KREDI,balance,Diğer Kar Yedekleri,2025/12,17363
YAPI_KREDI,balance,Kar veya Zarar,2026/06,1116394
YAPI_KREDI,balance,Kar veya Zarar,2025/12,1900569
YAPI_KREDI,balance,Geçmiş Yıllar Kar veya Zararı,2026/06,0
YAPI_KREDI,balance,Geçmiş Yıllar Kar veya Zararı,2025/12,0
YAPI_KREDI,balance,Dönem Net Kâr veya Zararı,2026/06,1116394
YAPI_KREDI,balance,Dönem Net Kâr veya Zararı,2025/12,1900569
YAPI_KREDI,balance,Kontrol Gücü Olmayan Paylar,2026/06,0
YAPI_KREDI,balance,Kontrol Gücü Olmayan Paylar,2025/12,0
YAPI_KREDI,balance,YÜKÜMLÜLÜKLER TOPLAMI,2026/06,63346890
YAPI_KREDI,balance,YÜKÜMLÜLÜKLER TOPLAMI,2025/12,38002722
YAPI_KREDI,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2026/06,11240602
YAPI_KREDI,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2025/12,7120625
YAPI_KREDI,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2026/06,8753748
YAPI_KREDI,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2025/12,7636676
YAPI_KREDI,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2026/06,0
YAPI_KREDI,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2025/12,0
YAPI_KREDI,off_balance,ALINAN TEMİNATLAR,2026/06,611731081
YAPI_KREDI,off_balance,ALINAN TEMİNATLAR,2025/12,458364602
YAPI_KREDI,off_balance,VERİLEN TEMİNATLAR,2026/06,36128791
YAPI_KREDI,off_balance,VERİLEN TEMİNATLAR,2025/12,27808677
YAPI_KREDI,off_balance,TAAHHÜTLER,2026/06,0
YAPI_KREDI,off_balance,TAAHHÜTLER,2025/12,0
YAPI_KREDI,off_balance,Cayılamaz Taahhütler,2026/06,0
YAPI_KREDI,off_balance,Cayılamaz Taahhütler,2025/12,0
YAPI_KREDI,off_balance,Cayılabilir Taahhütler,2026/06,0
YAPI_KREDI,off_balance,Cayılabilir Taahhütler,2025/12,0
YAPI_KREDI,off_balance,Kiralama Taahhütleri,2026/06,0
YAPI_KREDI,off_balance,Kiralama Taahhütleri,2025/12,0
YAPI_KREDI,off_balance,Finansal Kiralama Taahhütleri,2026/06,0
YAPI_KREDI,off_balance,Finansal Kiralama Taahhütleri,2025/12,0
YAPI_KREDI,off_balance,Faaliyet Kiralama Taahhütleri,2026/06,0
YAPI_KREDI,off_balance,Faaliyet Kiralama Taahhütleri,2025/12,0
YAPI_KREDI,off_balance,Diğer Cayılabilir Taahhütler,2026/06,0
YAPI_KREDI,off_balance,Diğer Cayılabilir Taahhütler,2025/12,0
YAPI_KREDI,off_balance,TÜREV FİNANSAL ARAÇLAR,2026/06,952069
YAPI_KREDI,off_balance,TÜREV FİNANSAL ARAÇLAR,2025/12,5595796
YAPI_KREDI,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2026/06,0
YAPI_KREDI,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2025/12,0
YAPI_KREDI,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2026/06,0
YAPI_KREDI,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2025/12,0
YAPI_KREDI,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2026/06,0
YAPI_KREDI,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2025/12,0
YAPI_KREDI,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2026/06,0
YAPI_KREDI,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2025/12,0
YAPI_KREDI,off_balance,Alım Satım Amaçlı İşlemler,2026/06,952069
YAPI_KREDI,off_balance,Alım Satım Amaçlı İşlemler,2025/12,5595796
YAPI_KREDI,off_balance,Vadeli Alım Satım İşlemleri,2026/06,0
YAPI_KREDI,off_balance,Vadeli Alım Satım İşlemleri,2025/12,0
YAPI_KREDI,off_balance,Swap Alım Satım İşlemleri,2026/06,952069
YAPI_KREDI,off_balance,Swap Alım Satım İşlemleri,2025/12,5595796
YAPI_KREDI,off_balance,Alım Satım Opsiyon İşlemleri,2026/06,0
YAPI_KREDI,off_balance,Alım Satım Opsiyon İşlemleri,2025/12,0
YAPI_KREDI,off_balance,Futures Alım Satım İşlemleri,2026/06,0
YAPI_KREDI,off_balance,Futures Alım Satım İşlemleri,2025/12,0
YAPI_KREDI,off_balance,Diğer,2026/06,0
YAPI_KREDI,off_balance,Diğer,2025/12,0
YAPI_KREDI,off_balance,EMANET KIYMETLER,2026/06,26296249
YAPI_KREDI,off_balance,EMANET KIYMETLER,2025/12,17400136
YAPI_KREDI,off_balance,NAZIM HESAPLAR TOPLAMI,2026/06,695102540
YAPI_KREDI,off_balance,NAZIM HESAPLAR TOPLAMI,2025/12,523926512
YAPI_KREDI,pnl,ESAS FAALİYET GELİRLERİ,2026/06,7966914
YAPI_KREDI,pnl,ESAS FAALİYET GELİRLERİ,2025/06,4670989
YAPI_KREDI,pnl,FAKTORİNG GELİRLERİ,2026/06,7966914
YAPI_KREDI,pnl,FAKTORİNG GELİRLERİ,2025/06,4670989
YAPI_KREDI,pnl,Faktoring Alacaklarından Alınan Faizler,2026/06,7617243
YAPI_KREDI,pnl,Faktoring Alacaklarından Alınan Faizler,2025/06,4491668
YAPI_KREDI,pnl,İskontolu,2026/06,3643841
YAPI_KREDI,pnl,İskontolu,2025/06,2092088
YAPI_KREDI,pnl,Diğer,2026/06,3973402
YAPI_KREDI,pnl,Diğer,2025/06,2399580
YAPI_KREDI,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2026/06,349671
YAPI_KREDI,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2025/06,179321
YAPI_KREDI,pnl,İskontolu,2026/06,133033
YAPI_KREDI,pnl,İskontolu,2025/06,74159
YAPI_KREDI,pnl,Diğer,2026/06,216638
YAPI_KREDI,pnl,Diğer,2025/06,105162
YAPI_KREDI,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2026/06,0
YAPI_KREDI,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2025/06,0
YAPI_KREDI,pnl,Finansman Kredilerinden Alınan Faizler,2026/06,0
YAPI_KREDI,pnl,Finansman Kredilerinden Alınan Faizler,2025/06,0
YAPI_KREDI,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2026/06,0
YAPI_KREDI,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2025/06,0
YAPI_KREDI,pnl,KİRALAMA GELİRLERİ,2026/06,0
YAPI_KREDI,pnl,KİRALAMA GELİRLERİ,2025/06,0
YAPI_KREDI,pnl,Finansal Kiralama Gelirleri,2026/06,0
YAPI_KREDI,pnl,Finansal Kiralama Gelirleri,2025/06,0
YAPI_KREDI,pnl,Faaliyet Kiralaması Gelirleri,2026/06,0
YAPI_KREDI,pnl,Faaliyet Kiralaması Gelirleri,2025/06,0
YAPI_KREDI,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2026/06,0
YAPI_KREDI,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2025/06,0
YAPI_KREDI,pnl,TASARRUF FİNANSMAN GELİRLERİ,2026/06,0
YAPI_KREDI,pnl,TASARRUF FİNANSMAN GELİRLERİ,2025/06,0
YAPI_KREDI,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2026/06,
YAPI_KREDI,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2025/06,
YAPI_KREDI,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2026/06,
YAPI_KREDI,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2025/06,
YAPI_KREDI,pnl,FİNANSMAN GİDERLERİ (-),2026/06,-6269031
YAPI_KREDI,pnl,FİNANSMAN GİDERLERİ (-),2025/06,-3690988
YAPI_KREDI,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2026/06,-0
YAPI_KREDI,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2025/06,-0
YAPI_KREDI,pnl,Kullanılan Kredilere Verilen Faizler,2026/06,-5350104
YAPI_KREDI,pnl,Kullanılan Kredilere Verilen Faizler,2025/06,-2896382
YAPI_KREDI,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2026/06,-0
YAPI_KREDI,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2025/06,-0
YAPI_KREDI,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2026/06,-3092
YAPI_KREDI,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2025/06,-1494
YAPI_KREDI,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2026/06,-788386
YAPI_KREDI,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2025/06,-722451
YAPI_KREDI,pnl,Diğer Faiz Giderleri,2026/06,-183
YAPI_KREDI,pnl,Diğer Faiz Giderleri,2025/06,-161
YAPI_KREDI,pnl,Verilen Ücret ve Komisyonlar,2026/06,-127266
YAPI_KREDI,pnl,Verilen Ücret ve Komisyonlar,2025/06,-70500
YAPI_KREDI,pnl,BRÜT KAR (ZARAR),2026/06,1697883
YAPI_KREDI,pnl,BRÜT KAR (ZARAR),2025/06,980001
YAPI_KREDI,pnl,ESAS FAALİYET GİDERLERİ (-),2026/06,-384971
YAPI_KREDI,pnl,ESAS FAALİYET GİDERLERİ (-),2025/06,-186627
YAPI_KREDI,pnl,Personel Giderleri,2026/06,-273921
YAPI_KREDI,pnl,Personel Giderleri,2025/06,-132339
YAPI_KREDI,pnl,Kıdem Tazminatı Karşılığı Gideri,2026/06,-1916
YAPI_KREDI,pnl,Kıdem Tazminatı Karşılığı Gideri,2025/06,-957
YAPI_KREDI,pnl,Araştırma ve Geliştirme Giderleri,2026/06,-0
YAPI_KREDI,pnl,Araştırma ve Geliştirme Giderleri,2025/06,-0
YAPI_KREDI,pnl,Genel İşletme Giderleri,2026/06,-88321
YAPI_KREDI,pnl,Genel İşletme Giderleri,2025/06,-42143
YAPI_KREDI,pnl,Diğer,2026/06,-20813
YAPI_KREDI,pnl,Diğer,2025/06,-11188
YAPI_KREDI,pnl,BRÜT FAALİYET KARI (ZARARI),2026/06,1312912
YAPI_KREDI,pnl,BRÜT FAALİYET KARI (ZARARI),2025/06,793374
YAPI_KREDI,pnl,DİĞER FAALİYET GELİRLERİ,2026/06,1786949
YAPI_KREDI,pnl,DİĞER FAALİYET GELİRLERİ,2025/06,1042999
YAPI_KREDI,pnl,Bankalardan Alınan Faizler,2026/06,296617
YAPI_KREDI,pnl,Bankalardan Alınan Faizler,2025/06,166564
YAPI_KREDI,pnl,Menkul Değerlerden Alınan Faizler,2026/06,0
YAPI_KREDI,pnl,Menkul Değerlerden Alınan Faizler,2025/06,0
YAPI_KREDI,pnl,Temettü Gelirleri,2026/06,726
YAPI_KREDI,pnl,Temettü Gelirleri,2025/06,0
YAPI_KREDI,pnl,Sermaye Piyasası İşlemleri Karı,2026/06,0
YAPI_KREDI,pnl,Sermaye Piyasası İşlemleri Karı,2025/06,0
YAPI_KREDI,pnl,Türev Finansal İşlemler Karı,2026/06,124434
YAPI_KREDI,pnl,Türev Finansal İşlemler Karı,2025/06,63179
YAPI_KREDI,pnl,Kambiyo İşlemleri Karı,2026/06,1304097
YAPI_KREDI,pnl,Kambiyo İşlemleri Karı,2025/06,772116
YAPI_KREDI,pnl,Diğer,2026/06,61075
YAPI_KREDI,pnl,Diğer,2025/06,41140
YAPI_KREDI,pnl,KARŞILIK GİDERLERİ,2026/06,-228774
YAPI_KREDI,pnl,KARŞILIK GİDERLERİ,2025/06,-124439
YAPI_KREDI,pnl,Özel Karşılıklar,2026/06,-228774
YAPI_KREDI,pnl,Özel Karşılıklar,2025/06,-124439
YAPI_KREDI,pnl,Beklenen Zarar Karşılıkları,2026/06,-0
YAPI_KREDI,pnl,Beklenen Zarar Karşılıkları,2025/06,-0
YAPI_KREDI,pnl,Genel Karşılıklar,2026/06,-0
YAPI_KREDI,pnl,Genel Karşılıklar,2025/06,-0
YAPI_KREDI,pnl,Diğer,2026/06,-0
YAPI_KREDI,pnl,Diğer,2025/06,-0
YAPI_KREDI,pnl,DİĞER FAALİYET GİDERLERİ (-),2026/06,-1274789
YAPI_KREDI,pnl,DİĞER FAALİYET GİDERLERİ (-),2025/06,-774870
YAPI_KREDI,pnl,Menkul Değerler Değer Düşüş Gideri,2026/06,-0
YAPI_KREDI,pnl,Menkul Değerler Değer Düşüş Gideri,2025/06,-0
YAPI_KREDI,pnl,Duran Varlıklar Değer Düşüş Giderleri,2026/06,-0
YAPI_KREDI,pnl,Duran Varlıklar Değer Düşüş Giderleri,2025/06,-0
YAPI_KREDI,pnl,Sermaye Piyasası İşlemleri Zararı,2026/06,-0
YAPI_KREDI,pnl,Sermaye Piyasası İşlemleri Zararı,2025/06,-0
YAPI_KREDI,pnl,Türev Finansal İşlemlerden Zarar,2026/06,-93773
YAPI_KREDI,pnl,Türev Finansal İşlemlerden Zarar,2025/06,-32267
YAPI_KREDI,pnl,Kambiyo İşlemleri Zararı,2026/06,-1161974
YAPI_KREDI,pnl,Kambiyo İşlemleri Zararı,2025/06,-733838
YAPI_KREDI,pnl,Diğer,2026/06,-19042
YAPI_KREDI,pnl,Diğer,2025/06,-8765
YAPI_KREDI,pnl,NET FAALİYET KARI (ZARARI),2026/06,1596298
YAPI_KREDI,pnl,NET FAALİYET KARI (ZARARI),2025/06,937064
YAPI_KREDI,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2026/06,0
YAPI_KREDI,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2025/06,0
YAPI_KREDI,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2026/06,0
YAPI_KREDI,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2025/06,0
YAPI_KREDI,pnl,NET PARASAL POZİSYON KARI (ZARARI),2026/06,0
YAPI_KREDI,pnl,NET PARASAL POZİSYON KARI (ZARARI),2025/06,0
YAPI_KREDI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,1596298
YAPI_KREDI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,937064
YAPI_KREDI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-479904
YAPI_KREDI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-282856
YAPI_KREDI,pnl,Cari Vergi Karşılığı,2026/06,-500286
YAPI_KREDI,pnl,Cari Vergi Karşılığı,2025/06,-283196
YAPI_KREDI,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-0
YAPI_KREDI,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-0
YAPI_KREDI,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,20382
YAPI_KREDI,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,340
YAPI_KREDI,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,1116394
YAPI_KREDI,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,654208
YAPI_KREDI,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2026/06,0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2025/06,0
YAPI_KREDI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2026/06,0
YAPI_KREDI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2025/06,0
YAPI_KREDI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2026/06,0
YAPI_KREDI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2025/06,0
YAPI_KREDI,pnl,Diğer Durdurulan Faaliyet Gelirleri,2026/06,0
YAPI_KREDI,pnl,Diğer Durdurulan Faaliyet Gelirleri,2025/06,0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2026/06,-0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2025/06,-0
YAPI_KREDI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2026/06,-0
YAPI_KREDI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2025/06,-0
YAPI_KREDI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2026/06,-0
YAPI_KREDI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2025/06,-0
YAPI_KREDI,pnl,Diğer Durdurulan Faaliyet Giderleri,2026/06,-0
YAPI_KREDI,pnl,Diğer Durdurulan Faaliyet Giderleri,2025/06,-0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-0
YAPI_KREDI,pnl,Cari Vergi Karşılığı,2026/06,-0
YAPI_KREDI,pnl,Cari Vergi Karşılığı,2025/06,-0
YAPI_KREDI,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-0
YAPI_KREDI,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-0
YAPI_KREDI,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,0
YAPI_KREDI,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,0
YAPI_KREDI,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,0
YAPI_KREDI,pnl,DÖNEM NET KARI VEYA ZARARI,2026/06,1116394
YAPI_KREDI,pnl,DÖNEM NET KARI VEYA ZARARI,2025/06,654208
YAPI_KREDI,pnl,Kontrol Gücü Olmayan Paylar,2026/06,0
YAPI_KREDI,pnl,Kontrol Gücü Olmayan Paylar,2025/06,
YAPI_KREDI,pnl,Ana Ortaklık Payları,2026/06,1116394
YAPI_KREDI,pnl,Ana Ortaklık Payları,2025/06,654208
YAPI_KREDI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
YAPI_KREDI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
YAPI_KREDI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
YAPI_KREDI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
YAPI_KREDI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
YAPI_KREDI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
YAPI_KREDI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
YAPI_KREDI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
VDF,balance,VARLIKLAR TOPLAMI,2026/06,12367105
VDF,balance,VARLIKLAR TOPLAMI,2025/12,6294414
VDF,balance,Faktoring Alacakları,2026/06,11346076
VDF,balance,Faktoring Alacakları,2025/12,5112096
VDF,balance,İskontolu Faktoring Alacakları (Net),2026/06,0
VDF,balance,İskontolu Faktoring Alacakları (Net),2025/12,0
VDF,balance,Diğer Faktoring Alacakları,2026/06,11346076
VDF,balance,Diğer Faktoring Alacakları,2025/12,5112096
VDF,balance,ALINAN KREDİLER,2026/06,10194760
VDF,balance,ALINAN KREDİLER,2025/12,4510848
VDF,balance,FAKTORİNG BORÇLARI,2026/06,253319
VDF,balance,FAKTORİNG BORÇLARI,2025/12,289756
VDF,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2026/06,5516
VDF,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2025/12,1323
VDF,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2026/06,0
VDF,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2025/12,0
VDF,balance,ÖZKAYNAKLAR,2026/06,1557435
VDF,balance,ÖZKAYNAKLAR,2025/12,1221996
VDF,pnl,ESAS FAALİYET GELİRLERİ,2026/06,2014282
VDF,pnl,ESAS FAALİYET GELİRLERİ,2025/06,1468564
VDF,pnl,Faktoring Alacaklarından Alınan Faizler,2026/06,1980471
VDF,pnl,Faktoring Alacaklarından Alınan Faizler,2025/06,1432506
VDF,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2026/06,33811
VDF,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2025/06,36058
VDF,pnl,FİNANSMAN GİDERLERİ (-),2026/06,-1543349
VDF,pnl,FİNANSMAN GİDERLERİ (-),2025/06,-1070239
VDF,pnl,BRÜT K/Z (I+II),2026/06,470933
VDF,pnl,BRÜT K/Z (I+II),2025/06,398325
VDF,pnl,ESAS FAALİYET GİDERLERİ (-),2026/06,-98779
VDF,pnl,ESAS FAALİYET GİDERLERİ (-),2025/06,-59601
VDF,pnl,KARŞILIK GİDERLERİ (-),2026/06,-127576
VDF,pnl,KARŞILIK GİDERLERİ (-),2025/06,0
VDF,pnl,NET FAALİYET K/Z,2026/06,482289
VDF,pnl,NET FAALİYET K/Z,2025/06,384393
VDF,pnl,DÖNEM NET KARI/ZARARI,2026/06,334907
VDF,pnl,DÖNEM NET KARI/ZARARI,2025/06,266175
VDF,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2026/06,12882107
VDF,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2025/12,16784995
VDF,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2026/06,86558
VDF,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2025/12,226634
VDF,off_balance,ALINAN TEMİNATLAR,2026/06,32668513
VDF,off_balance,ALINAN TEMİNATLAR,2025/12,22492877
VDF,off_balance,VERİLEN TEMİNATLAR,2026/06,6925000
VDF,off_balance,VERİLEN TEMİNATLAR,2025/12,5000000
