company,statement,item,period,value
IS,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
IS,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
IS,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
IS,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
IS,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
MNG,balance,"NAKİT, NAKİT BENZERLERİ ve MERKEZ BANKASI",2026/06,226496
MNG,balance,"NAKİT, NAKİT BENZERLERİ ve MERKEZ BANKASI",2025/12,55947
MNG,balance,GERÇEĞE UYGUN DEĞER FARKI KAR/ZARARA YANSITILAN FİNANSAL VARLIKLAR (Net),2026/06,0
MNG,balance,GERÇEĞE UYGUN DEĞER FARKI KAR/ZARARA YANSITILAN FİNANSAL VARLIKLAR (Net),2025/12,0
MNG,balance,TÜREV FİNANSAL VARLIKLAR,2026/06,0
MNG,balance,TÜREV FİNANSAL VARLIKLAR,2025/12,3000
MNG,balance,GERÇEĞE UYGUN DEĞER FARKI DİĞER KAPSAMLI GELİRE YANSITILAN FİNANSAL VARLIKLAR (Net),2026/06,0
MNG,balance,GERÇEĞE UYGUN DEĞER FARKI DİĞER KAPSAMLI GELİRE YANSITILAN FİNANSAL VARLIKLAR (Net),2025/12,0
MNG,balance,İTFA EDİLMİŞ MALİYETİ İLE ÖLÇÜLEN FİNANSAL VARLIKLAR (Net),2026/06,4389299
MNG,balance,İTFA EDİLMİŞ MALİYETİ İLE ÖLÇÜLEN FİNANSAL VARLIKLAR (Net),2025/12,2849349
MNG,balance,Faktoring Alacakları,2026/06,4356854
MNG,balance,Faktoring Alacakları,2025/12,2811341
MNG,balance,İskontolu Faktoring Alacakları (Net),2026/06,4108226
MNG,balance,İskontolu Faktoring Alacakları (Net),2025/12,2639203
MNG,balance,Diğer Faktoring Alacakları,2026/06,248628
MNG,balance,Diğer Faktoring Alacakları,2025/12,172138
MNG,balance,Tasarruf Finansman Alacakları,2026/06,0
MNG,balance,Tasarruf Finansman Alacakları,2025/12,0
MNG,balance,Tasarruf Fon Havuzundan,2026/06,0
MNG,balance,Tasarruf Fon Havuzundan,2025/12,0
MNG,balance,Özkaynaklardan,2026/06,0
MNG,balance,Özkaynaklardan,2025/12,0
MNG,balance,Finansman Kredileri,2026/06,0
MNG,balance,Finansman Kredileri,2025/12,0
MNG,balance,Tüketici Kredileri,2026/06,0
MNG,balance,Tüketici Kredileri,2025/12,0
MNG,balance,Kredi Kartları,2026/06,0
MNG,balance,Kredi Kartları,2025/12,0
MNG,balance,Taksitli Ticari Krediler,2026/06,0
MNG,balance,Taksitli Ticari Krediler,2025/12,0
MNG,balance,Kiralama İşlemleri (Net),2026/06,0
MNG,balance,Kiralama İşlemleri (Net),2025/12,0
MNG,balance,Finansal Kiralama Alacakları,2026/06,0
MNG,balance,Finansal Kiralama Alacakları,2025/12,0
MNG,balance,Faaliyet Kiralaması Alacakları,2026/06,0
MNG,balance,Faaliyet Kiralaması Alacakları,2025/12,0
MNG,balance,Kazanılmamış Gelirler (-),2026/06,-0
MNG,balance,Kazanılmamış Gelirler (-),2025/12,-0
MNG,balance,İtfa Edilmiş Maliyeti ile Ölçülen Diğer Finansal Varlıklar,2026/06,0
MNG,balance,İtfa Edilmiş Maliyeti ile Ölçülen Diğer Finansal Varlıklar,2025/12,0
MNG,balance,Takipteki Alacaklar,2026/06,123188
MNG,balance,Takipteki Alacaklar,2025/12,84627
MNG,balance,Beklenen Zarar Karşılıkları / Özel Karşılıklar (-),2026/06,-90743
MNG,balance,Beklenen Zarar Karşılıkları / Özel Karşılıklar (-),2025/12,-46619
MNG,balance,ORTAKLIK YATIRIMLARI,2026/06,0
MNG,balance,ORTAKLIK YATIRIMLARI,2025/12,0
MNG,balance,İştirakler (Net),2026/06,0
MNG,balance,İştirakler (Net),2025/12,0
MNG,balance,Bağlı Ortaklıklar (Net),2026/06,0
MNG,balance,Bağlı Ortaklıklar (Net),2025/12,0
MNG,balance,Birlikte Kontrol Edilen Ortaklıklar (İş Ortaklıkları) (Net),2026/06,0
MNG,balance,Birlikte Kontrol Edilen Ortaklıklar (İş Ortaklıkları) (Net),2025/12,0
MNG,balance,MADDİ DURAN VARLIKLAR (Net),2026/06,67881
MNG,balance,MADDİ DURAN VARLIKLAR (Net),2025/12,66588
MNG,balance,MADDİ OLMAYAN DURAN VARLIKLAR (Net),2026/06,722
MNG,balance,MADDİ OLMAYAN DURAN VARLIKLAR (Net),2025/12,129
MNG,balance,YATIRIM AMAÇLI GAYRİMENKULLER (Net),2026/06,0
MNG,balance,YATIRIM AMAÇLI GAYRİMENKULLER (Net),2025/12,0
MNG,balance,CARİ DÖNEM VERGİ VARLIĞI,2026/06,0
MNG,balance,CARİ DÖNEM VERGİ VARLIĞI,2025/12,0
MNG,balance,ERTELENMİŞ VERGİ VARLIĞI,2026/06,24722
MNG,balance,ERTELENMİŞ VERGİ VARLIĞI,2025/12,30657
MNG,balance,DİĞER AKTİFLER,2026/06,188761
MNG,balance,DİĞER AKTİFLER,2025/12,110245
MNG,balance,ARA TOPLAM,2026/06,4897881
MNG,balance,ARA TOPLAM,2025/12,3115915
MNG,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN VARLIKLAR (Net),2026/06,2805
MNG,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN VARLIKLAR (Net),2025/12,2805
MNG,balance,Satış Amaçlı,2026/06,2805
MNG,balance,Satış Amaçlı,2025/12,2805
MNG,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
MNG,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
MNG,balance,VARLIKLAR TOPLAMI,2026/06,4900686
MNG,balance,VARLIKLAR TOPLAMI,2025/12,3118720
MNG,balance,ALINAN KREDİLER,2026/06,3614302
MNG,balance,ALINAN KREDİLER,2025/12,2231602
MNG,balance,FAKTORİNG BORÇLARI,2026/06,681
MNG,balance,FAKTORİNG BORÇLARI,2025/12,476
MNG,balance,TASARRUF FON HAVUZUNDAN BORÇLAR,2026/06,0
MNG,balance,TASARRUF FON HAVUZUNDAN BORÇLAR,2025/12,0
MNG,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2026/06,52043
MNG,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2025/12,54097
MNG,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2026/06,546364
MNG,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2025/12,290615
MNG,balance,GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN FİNANSAL YÜKÜMLÜLÜKLER,2026/06,0
MNG,balance,GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN FİNANSAL YÜKÜMLÜLÜKLER,2025/12,0
MNG,balance,TÜREV FİNANSAL YÜKÜMLÜLÜKLER,2026/06,0
MNG,balance,TÜREV FİNANSAL YÜKÜMLÜLÜKLER,2025/12,0
MNG,balance,KARŞILIKLAR,2026/06,21064
MNG,balance,KARŞILIKLAR,2025/12,19805
MNG,balance,Yeniden Yapılanma Karşılığı,2026/06,0
MNG,balance,Yeniden Yapılanma Karşılığı,2025/12,0
MNG,balance,Çalışan Hakları Yükümlülüğü Karşılığı,2026/06,20804
MNG,balance,Çalışan Hakları Yükümlülüğü Karşılığı,2025/12,19805
MNG,balance,Genel Karşılıklar,2026/06,0
MNG,balance,Genel Karşılıklar,2025/12,0
MNG,balance,Diğer Karşılıklar,2026/06,260
MNG,balance,Diğer Karşılıklar,2025/12,0
MNG,balance,CARİ VERGİ BORCU,2026/06,45344
MNG,balance,CARİ VERGİ BORCU,2025/12,19771
MNG,balance,ERTELENMİŞ VERGİ BORCU,2026/06,0
MNG,balance,ERTELENMİŞ VERGİ BORCU,2025/12,0
MNG,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2026/06,0
MNG,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2025/12,0
MNG,balance,DİĞER YÜKÜMLÜLÜKLER,2026/06,9166
MNG,balance,DİĞER YÜKÜMLÜLÜKLER,2025/12,6652
MNG,balance,ARA TOPLAM,2026/06,4288964
MNG,balance,ARA TOPLAM,2025/12,2623018
MNG,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2026/06,0
MNG,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2025/12,0
MNG,balance,Satış Amaçlı,2026/06,0
MNG,balance,Satış Amaçlı,2025/12,0
MNG,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
MNG,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
MNG,balance,ÖZKAYNAKLAR,2026/06,611722
MNG,balance,ÖZKAYNAKLAR,2025/12,495702
MNG,balance,Ödenmiş Sermaye,2026/06,270000
MNG,balance,Ödenmiş Sermaye,2025/12,270000
MNG,balance,Sermaye Yedekleri,2026/06,4680
MNG,balance,Sermaye Yedekleri,2025/12,3743
MNG,balance,Hisse Senedi İhraç Primleri,2026/06,0
MNG,balance,Hisse Senedi İhraç Primleri,2025/12,0
MNG,balance,Hisse Senedi İptal Karları,2026/06,0
MNG,balance,Hisse Senedi İptal Karları,2025/12,0
MNG,balance,Diğer Sermaye Yedekleri,2026/06,4680
MNG,balance,Diğer Sermaye Yedekleri,2025/12,3743
MNG,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,-16043
MNG,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,-15600
MNG,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,0
MNG,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,0
MNG,balance,Kar Yedekleri,2026/06,75374
MNG,balance,Kar Yedekleri,2025/12,75374
MNG,balance,Yasal Yedekler,2026/06,22444
MNG,balance,Yasal Yedekler,2025/12,22444
MNG,balance,Statü Yedekleri,2026/06,0
MNG,balance,Statü Yedekleri,2025/12,0
MNG,balance,Olağanüstü Yedekler,2026/06,52930
MNG,balance,Olağanüstü Yedekler,2025/12,52930
MNG,balance,Diğer Kar Yedekleri,2026/06,0
MNG,balance,Diğer Kar Yedekleri,2025/12,0
MNG,balance,Kar veya Zarar,2026/06,277711
MNG,balance,Kar veya Zarar,2025/12,162185
MNG,balance,Geçmiş Yıllar Kar veya Zararı,2026/06,161248
MNG,balance,Geçmiş Yıllar Kar veya Zararı,2025/12,0
MNG,balance,Dönem Net Kâr veya Zararı,2026/06,116463
MNG,balance,Dönem Net Kâr veya Zararı,2025/12,162185
MNG,balance,Kontrol Gücü Olmayan Paylar,2026/06,0
MNG,balance,Kontrol Gücü Olmayan Paylar,2025/12,0
MNG,balance,YÜKÜMLÜLÜKLER TOPLAMI,2026/06,4900686
MNG,balance,YÜKÜMLÜLÜKLER TOPLAMI,2025/12,3118720
MNG,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2026/06,199907
MNG,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2025/12,159030
MNG,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2026/06,679406
MNG,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2025/12,472282
MNG,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2026/06,0
MNG,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2025/12,0
MNG,off_balance,ALINAN TEMİNATLAR,2026/06,37529301
MNG,off_balance,ALINAN TEMİNATLAR,2025/12,25860012
MNG,off_balance,VERİLEN TEMİNATLAR,2026/06,0
MNG,off_balance,VERİLEN TEMİNATLAR,2025/12,0
MNG,off_balance,TAAHHÜTLER,2026/06,0
MNG,off_balance,TAAHHÜTLER,2025/12,0
MNG,off_balance,Cayılamaz Taahhütler,2026/06,0
MNG,off_balance,Cayılamaz Taahhütler,2025/12,0
MNG,off_balance,Cayılabilir Taahhütler,2026/06,0
MNG,off_balance,Cayılabilir Taahhütler,2025/12,0
MNG,off_balance,Kiralama Taahhütleri,2026/06,0
MNG,off_balance,Kiralama Taahhütleri,2025/12,0
MNG,off_balance,Finansal Kiralama Taahhütleri,2026/06,0
MNG,off_balance,Finansal Kiralama Taahhütleri,2025/12,0
MNG,off_balance,Faaliyet Kiralama Taahhütleri,2026/06,0
MNG,off_balance,Faaliyet Kiralama Taahhütleri,2025/12,0
MNG,off_balance,Diğer Cayılabilir Taahhütler,2026/06,0
MNG,off_balance,Diğer Cayılabilir Taahhütler,2025/12,0
MNG,off_balance,TÜREV FİNANSAL ARAÇLAR,2026/06,0
MNG,off_balance,TÜREV FİNANSAL ARAÇLAR,2025/12,0
MNG,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2026/06,0
MNG,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2025/12,0
MNG,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2026/06,0
MNG,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2025/12,0
MNG,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2026/06,0
MNG,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2025/12,0
MNG,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2026/06,0
MNG,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2025/12,0
MNG,off_balance,Alım Satım Amaçlı İşlemler,2026/06,0
MNG,off_balance,Alım Satım Amaçlı İşlemler,2025/12,0
MNG,off_balance,Vadeli Alım Satım İşlemleri,2026/06,0
MNG,off_balance,Vadeli Alım Satım İşlemleri,2025/12,0
MNG,off_balance,Swap Alım Satım İşlemleri,2026/06,0
MNG,off_balance,Swap Alım Satım İşlemleri,2025/12,0
MNG,off_balance,Alım Satım Opsiyon İşlemleri,2026/06,0
MNG,off_balance,Alım Satım Opsiyon İşlemleri,2025/12,0
MNG,off_balance,Futures Alım Satım İşlemleri,2026/06,0
MNG,off_balance,Futures Alım Satım İşlemleri,2025/12,0
MNG,off_balance,Diğer,2026/06,0
MNG,off_balance,Diğer,2025/12,0
MNG,off_balance,EMANET KIYMETLER,2026/06,5487630
MNG,off_balance,EMANET KIYMETLER,2025/12,3548258
MNG,off_balance,NAZIM HESAPLAR TOPLAMI,2026/06,43896244
MNG,off_balance,NAZIM HESAPLAR TOPLAMI,2025/12,30039582
MNG,pnl,ESAS FAALİYET GELİRLERİ,2026/06,1111904
MNG,pnl,ESAS FAALİYET GELİRLERİ,2025/06,624578
MNG,pnl,FAKTORİNG GELİRLERİ,2026/06,1111904
MNG,pnl,FAKTORİNG GELİRLERİ,2025/06,624578
MNG,pnl,Faktoring Alacaklarından Alınan Faizler,2026/06,1108466
MNG,pnl,Faktoring Alacaklarından Alınan Faizler,2025/06,622701
MNG,pnl,İskontolu,2026/06,1009802
MNG,pnl,İskontolu,2025/06,592509
MNG,pnl,Diğer,2026/06,98664
MNG,pnl,Diğer,2025/06,30192
MNG,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2026/06,3438
MNG,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2025/06,1877
MNG,pnl,İskontolu,2026/06,3438
MNG,pnl,İskontolu,2025/06,1877
MNG,pnl,Diğer,2026/06,0
MNG,pnl,Diğer,2025/06,0
MNG,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2026/06,0
MNG,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2025/06,0
MNG,pnl,Finansman Kredilerinden Alınan Faizler,2026/06,0
MNG,pnl,Finansman Kredilerinden Alınan Faizler,2025/06,0
MNG,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2026/06,0
MNG,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2025/06,0
MNG,pnl,KİRALAMA GELİRLERİ,2026/06,0
MNG,pnl,KİRALAMA GELİRLERİ,2025/06,0
MNG,pnl,Finansal Kiralama Gelirleri,2026/06,0
MNG,pnl,Finansal Kiralama Gelirleri,2025/06,0
MNG,pnl,Faaliyet Kiralaması Gelirleri,2026/06,0
MNG,pnl,Faaliyet Kiralaması Gelirleri,2025/06,0
MNG,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2026/06,0
MNG,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2025/06,0
MNG,pnl,TASARRUF FİNANSMAN GELİRLERİ,2026/06,0
MNG,pnl,TASARRUF FİNANSMAN GELİRLERİ,2025/06,0
MNG,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2026/06,0
MNG,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2025/06,0
MNG,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2026/06,0
MNG,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2025/06,0
MNG,pnl,FİNANSMAN GİDERLERİ (-),2026/06,-665770
MNG,pnl,FİNANSMAN GİDERLERİ (-),2025/06,-380479
MNG,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2026/06,-0
MNG,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2025/06,-0
MNG,pnl,Kullanılan Kredilere Verilen Faizler,2026/06,-540137
MNG,pnl,Kullanılan Kredilere Verilen Faizler,2025/06,-307368
MNG,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2026/06,-0
MNG,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2025/06,-0
MNG,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2026/06,-10129
MNG,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2025/06,-4784
MNG,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2026/06,-91514
MNG,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2025/06,-54626
MNG,pnl,Diğer Faiz Giderleri,2026/06,-84
MNG,pnl,Diğer Faiz Giderleri,2025/06,-32
MNG,pnl,Verilen Ücret ve Komisyonlar,2026/06,-23906
MNG,pnl,Verilen Ücret ve Komisyonlar,2025/06,-13669
MNG,pnl,BRÜT KAR (ZARAR),2026/06,446134
MNG,pnl,BRÜT KAR (ZARAR),2025/06,244099
MNG,pnl,ESAS FAALİYET GİDERLERİ (-),2026/06,-258887
MNG,pnl,ESAS FAALİYET GİDERLERİ (-),2025/06,-138680
MNG,pnl,Personel Giderleri,2026/06,-157188
MNG,pnl,Personel Giderleri,2025/06,-83530
MNG,pnl,Kıdem Tazminatı Karşılığı Gideri,2026/06,-3339
MNG,pnl,Kıdem Tazminatı Karşılığı Gideri,2025/06,-3339
MNG,pnl,Araştırma ve Geliştirme Giderleri,2026/06,-0
MNG,pnl,Araştırma ve Geliştirme Giderleri,2025/06,-0
MNG,pnl,Genel İşletme Giderleri,2026/06,-98360
MNG,pnl,Genel İşletme Giderleri,2025/06,-51811
MNG,pnl,Diğer,2026/06,-0
MNG,pnl,Diğer,2025/06,-0
MNG,pnl,BRÜT FAALİYET KARI (ZARARI),2026/06,187247
MNG,pnl,BRÜT FAALİYET KARI (ZARARI),2025/06,105419
MNG,pnl,DİĞER FAALİYET GELİRLERİ,2026/06,32210
MNG,pnl,DİĞER FAALİYET GELİRLERİ,2025/06,19878
MNG,pnl,Bankalardan Alınan Faizler,2026/06,19499
MNG,pnl,Bankalardan Alınan Faizler,2025/06,10842
MNG,pnl,Menkul Değerlerden Alınan Faizler,2026/06,119
MNG,pnl,Menkul Değerlerden Alınan Faizler,2025/06,48
MNG,pnl,Temettü Gelirleri,2026/06,0
MNG,pnl,Temettü Gelirleri,2025/06,0
MNG,pnl,Sermaye Piyasası İşlemleri Karı,2026/06,0
MNG,pnl,Sermaye Piyasası İşlemleri Karı,2025/06,0
MNG,pnl,Türev Finansal İşlemler Karı,2026/06,0
MNG,pnl,Türev Finansal İşlemler Karı,2025/06,0
MNG,pnl,Kambiyo İşlemleri Karı,2026/06,678
MNG,pnl,Kambiyo İşlemleri Karı,2025/06,581
MNG,pnl,Diğer,2026/06,11914
MNG,pnl,Diğer,2025/06,8407
MNG,pnl,KARŞILIK GİDERLERİ,2026/06,-51059
MNG,pnl,KARŞILIK GİDERLERİ,2025/06,-28537
MNG,pnl,Özel Karşılıklar,2026/06,-50799
MNG,pnl,Özel Karşılıklar,2025/06,-28277
MNG,pnl,Beklenen Zarar Karşılıkları,2026/06,-0
MNG,pnl,Beklenen Zarar Karşılıkları,2025/06,-0
MNG,pnl,Genel Karşılıklar,2026/06,-0
MNG,pnl,Genel Karşılıklar,2025/06,-0
MNG,pnl,Diğer,2026/06,-260
MNG,pnl,Diğer,2025/06,-260
MNG,pnl,DİĞER FAALİYET GİDERLERİ (-),2026/06,-1
MNG,pnl,DİĞER FAALİYET GİDERLERİ (-),2025/06,-0
MNG,pnl,Menkul Değerler Değer Düşüş Gideri,2026/06,-0
MNG,pnl,Menkul Değerler Değer Düşüş Gideri,2025/06,-0
MNG,pnl,Duran Varlıklar Değer Düşüş Giderleri,2026/06,-0
MNG,pnl,Duran Varlıklar Değer Düşüş Giderleri,2025/06,-0
MNG,pnl,Sermaye Piyasası İşlemleri Zararı,2026/06,-0
MNG,pnl,Sermaye Piyasası İşlemleri Zararı,2025/06,-0
MNG,pnl,Türev Finansal İşlemlerden Zarar,2026/06,-0
MNG,pnl,Türev Finansal İşlemlerden Zarar,2025/06,-0
MNG,pnl,Kambiyo İşlemleri Zararı,2026/06,-1
MNG,pnl,Kambiyo İşlemleri Zararı,2025/06,-0
MNG,pnl,Diğer,2026/06,-0
MNG,pnl,Diğer,2025/06,-0
MNG,pnl,NET FAALİYET KARI (ZARARI),2026/06,168397
MNG,pnl,NET FAALİYET KARI (ZARARI),2025/06,96760
MNG,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2026/06,0
MNG,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2025/06,0
MNG,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2026/06,0
MNG,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2025/06,0
MNG,pnl,NET PARASAL POZİSYON KARI (ZARARI),2026/06,0
MNG,pnl,NET PARASAL POZİSYON KARI (ZARARI),2025/06,0
MNG,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,168397
MNG,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,96760
MNG,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-51934
MNG,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-30443
MNG,pnl,Cari Vergi Karşılığı,2026/06,-45810
MNG,pnl,Cari Vergi Karşılığı,2025/06,-24319
MNG,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-6124
MNG,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-6124
MNG,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,0
MNG,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,0
MNG,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,116463
MNG,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,66317
MNG,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2026/06,0
MNG,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2025/06,0
MNG,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2026/06,0
MNG,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2025/06,0
MNG,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2026/06,0
MNG,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2025/06,0
MNG,pnl,Diğer Durdurulan Faaliyet Gelirleri,2026/06,0
MNG,pnl,Diğer Durdurulan Faaliyet Gelirleri,2025/06,0
MNG,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2026/06,-0
MNG,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2025/06,-0
MNG,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2026/06,-0
MNG,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2025/06,-0
MNG,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2026/06,-0
MNG,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2025/06,-0
MNG,pnl,Diğer Durdurulan Faaliyet Giderleri,2026/06,-0
MNG,pnl,Diğer Durdurulan Faaliyet Giderleri,2025/06,-0
MNG,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,0
MNG,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,0
MNG,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-0
MNG,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-0
MNG,pnl,Cari Vergi Karşılığı,2026/06,-0
MNG,pnl,Cari Vergi Karşılığı,2025/06,-0
MNG,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-0
MNG,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-0
MNG,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,0
MNG,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,0
MNG,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,0
MNG,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,0
MNG,pnl,DÖNEM NET KARI VEYA ZARARI,2026/06,116463
MNG,pnl,DÖNEM NET KARI VEYA ZARARI,2025/06,66317
MNG,pnl,Kontrol Gücü Olmayan Paylar,2026/06,0
MNG,pnl,Kontrol Gücü Olmayan Paylar,2025/06,0
MNG,pnl,Ana Ortaklık Payları,2026/06,116463
MNG,pnl,Ana Ortaklık Payları,2025/06,66317
MNG,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
MNG,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
MNG,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
MNG,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
MNG,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
